Log file open, 03/21/23 16:30:06
[2023.03.21-15.30.15:472][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Moss.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Ground_Moss.uasset"
[2023.03.21-15.30.15:473][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset"
[2023.03.21-15.30.15:474][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset"
[2023.03.21-15.30.15:475][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Chrome.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Metal_Chrome.uasset"
[2023.03.21-15.30.15:476][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Copper.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Metal_Copper.uasset"
[2023.03.21-15.30.15:476][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Gold.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Metal_Gold.uasset"
[2023.03.21-15.30.15:477][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Rust.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Metal_Rust.uasset"
[2023.03.21-15.30.15:477][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Steel.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Metal_Steel.uasset"
[2023.03.21-15.30.15:479][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Basalt.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Rock_Basalt.uasset"
[2023.03.21-15.30.15:480][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset"
[2023.03.21-15.30.15:481][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Sandstone.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Rock_Sandstone.uasset"
[2023.03.21-15.30.15:483][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/MaterialSphere.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/MaterialSphere.uasset"
[2023.03.21-15.30.15:484][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Slate.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Rock_Slate.uasset"
[2023.03.21-15.30.15:486][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Bush.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_Bush.uasset"
[2023.03.21-15.30.15:487][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset"
[2023.03.21-15.30.15:488][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset"
[2023.03.21-15.30.15:489][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset"
[2023.03.21-15.30.15:490][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Chair.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_Chair.uasset"
[2023.03.21-15.30.15:492][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Panel.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Tech_Panel.uasset"
[2023.03.21-15.30.15:494][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Water_Lake.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Water_Lake.uasset"
[2023.03.21-15.30.15:494][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_CornerFrame.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_CornerFrame.uasset"
[2023.03.21-15.30.15:495][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Water_Ocean.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Water_Ocean.uasset"
[2023.03.21-15.30.15:497][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Couch.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_Couch.uasset"
[2023.03.21-15.30.15:499][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Door.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_Door.uasset"
[2023.03.21-15.30.15:500][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset"
[2023.03.21-15.30.15:501][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset"
[2023.03.21-15.30.15:502][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_DoorFrame.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_DoorFrame.uasset"
[2023.03.21-15.30.15:503][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Oak.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Wood_Oak.uasset"
[2023.03.21-15.30.15:506][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_GlassWindow.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_GlassWindow.uasset"
[2023.03.21-15.30.15:508][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset"
[2023.03.21-15.30.15:509][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cone.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Cone.uasset"
[2023.03.21-15.30.15:510][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Wall.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_Lamp_Wall.uasset"
[2023.03.21-15.30.15:511][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Pine.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Wood_Pine.uasset"
[2023.03.21-15.30.15:512][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cube.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Cube.uasset"
[2023.03.21-15.30.15:513][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_PillarFrame.uasset"
[2023.03.21-15.30.15:514][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Walnut.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Materials/M_Wood_Walnut.uasset"
[2023.03.21-15.30.15:515][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame300.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_PillarFrame300.uasset"
[2023.03.21-15.30.15:517][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cylinder.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Cylinder.uasset"
[2023.03.21-15.30.15:518][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Rock.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_Rock.uasset"
[2023.03.21-15.30.15:519][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Shelf.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_Shelf.uasset"
[2023.03.21-15.30.15:520][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset"
[2023.03.21-15.30.15:521][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Stairs.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_Stairs.uasset"
[2023.03.21-15.30.15:522][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Pipe.uasset"
[2023.03.21-15.30.15:524][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Statue.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_Statue.uasset"
[2023.03.21-15.30.15:525][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe_180.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Pipe_180.uasset"
[2023.03.21-15.30.15:527][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_TableRound.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_TableRound.uasset"
[2023.03.21-15.30.15:528][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe_90.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Pipe_90.uasset"
[2023.03.21-15.30.15:529][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_WindowFrame.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Props/SM_WindowFrame.uasset"
[2023.03.21-15.30.15:531][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Plane.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Plane.uasset"
[2023.03.21-15.30.15:531][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset"
[2023.03.21-15.30.15:532][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Sphere.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Sphere.uasset"
[2023.03.21-15.30.15:534][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Torus.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Torus.uasset"
[2023.03.21-15.30.15:535][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Trim.uasset"
[2023.03.21-15.30.15:536][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset"
[2023.03.21-15.30.15:537][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset"
[2023.03.21-15.30.15:537][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_TriPyramid.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_TriPyramid.uasset"
[2023.03.21-15.30.15:538][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Tube.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Tube.uasset"
[2023.03.21-15.30.15:539][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Wedge_A.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Wedge_A.uasset"
[2023.03.21-15.30.15:540][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Wedge_B.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_Wedge_B.uasset"
[2023.03.21-15.30.15:541][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_WideCapsule.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Shapes/Shape_WideCapsule.uasset"
[2023.03.21-15.30.15:553][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Beveled_D.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Brick_Clay_Beveled_D.uasset"
[2023.03.21-15.30.15:561][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Beveled_M.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Brick_Clay_Beveled_M.uasset"
[2023.03.21-15.30.15:572][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Beveled_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Brick_Clay_Beveled_N.uasset"
[2023.03.21-15.30.15:581][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_New_D.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Brick_Clay_New_D.uasset"
[2023.03.21-15.30.15:592][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_New_M.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Brick_Clay_New_M.uasset"
[2023.03.21-15.30.15:604][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_New_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Brick_Clay_New_N.uasset"
[2023.03.21-15.30.15:618][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Old_D.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Brick_Clay_Old_D.uasset"
[2023.03.21-15.30.15:629][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Old_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Brick_Clay_Old_N.uasset"
[2023.03.21-15.30.15:644][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Cut_Stone_D.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Brick_Cut_Stone_D.uasset"
[2023.03.21-15.30.15:654][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Cut_Stone_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Brick_Cut_Stone_N.uasset"
[2023.03.21-15.30.15:664][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Hewn_Stone_D.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Brick_Hewn_Stone_D.uasset"
[2023.03.21-15.30.15:673][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Hewn_Stone_M.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Brick_Hewn_Stone_M.uasset"
[2023.03.21-15.30.15:682][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Hewn_Stone_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Brick_Hewn_Stone_N.uasset"
[2023.03.21-15.30.15:684][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Burst_M.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Burst_M.uasset"
[2023.03.21-15.30.15:686][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Bush_D.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Bush_D.uasset"
[2023.03.21-15.30.15:687][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Bush_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Bush_N.uasset"
[2023.03.21-15.30.15:688][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ceramic_Tile_M.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Ceramic_Tile_M.uasset"
[2023.03.21-15.30.15:690][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ceramic_Tile_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Ceramic_Tile_N.uasset"
[2023.03.21-15.30.15:692][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Chair_M.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Chair_M.uasset"
[2023.03.21-15.30.15:696][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Chair_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Chair_N.uasset"
[2023.03.21-15.30.15:698][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Checker_Noise_M.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Checker_Noise_M.uasset"
[2023.03.21-15.30.15:713][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Pebble_D.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_CobbleStone_Pebble_D.uasset"
[2023.03.21-15.30.15:717][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Pebble_M.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_CobbleStone_Pebble_M.uasset"
[2023.03.21-15.30.15:732][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Pebble_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_CobbleStone_Pebble_N.uasset"
[2023.03.21-15.30.15:737][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Rough_D.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_CobbleStone_Rough_D.uasset"
[2023.03.21-15.30.15:743][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Rough_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_CobbleStone_Rough_N.uasset"
[2023.03.21-15.30.15:752][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Smooth_D.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_CobbleStone_Smooth_D.uasset"
[2023.03.21-15.30.15:761][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Smooth_M.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_CobbleStone_Smooth_M.uasset"
[2023.03.21-15.30.15:773][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Smooth_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_CobbleStone_Smooth_N.uasset"
[2023.03.21-15.30.15:787][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Grime_D.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Concrete_Grime_D.uasset"
[2023.03.21-15.30.15:799][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Panels_D.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Concrete_Panels_D.uasset"
[2023.03.21-15.30.15:809][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Panels_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Concrete_Panels_N.uasset"
[2023.03.21-15.30.15:824][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Poured_D.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Concrete_Poured_D.uasset"
[2023.03.21-15.30.15:834][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Poured_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Concrete_Poured_N.uasset"
[2023.03.21-15.30.15:842][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Tiles_D.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Concrete_Tiles_D.uasset"
[2023.03.21-15.30.15:851][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Tiles_M.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Concrete_Tiles_M.uasset"
[2023.03.21-15.30.15:867][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Tiles_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Concrete_Tiles_N.uasset"
[2023.03.21-15.30.15:869][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Tiles_Variation_M.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Concrete_Tiles_Variation_M.uasset"
[2023.03.21-15.30.15:877][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Detail_Rocky_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Detail_Rocky_N.uasset"
[2023.03.21-15.30.15:880][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Door_M.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Door_M.uasset"
[2023.03.21-15.30.15:883][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Door_N.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Door_N.uasset"
[2023.03.21-15.30.15:885][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Dust_Particle_D.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Dust_Particle_D.uasset"
[2023.03.21-15.30.15:893][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Explosion_SubUV.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Explosion_SubUV.uasset"
[2023.03.21-15.30.15:895][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Fire_SubUV.uasset" to "../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Content/StarterContent/Textures/T_Fire_SubUV.uasset"
